date,block_size_total,fee_ratio_multiple,fees_total,gas_price_mean,asol,cdd,dormancy,liveliness,nupl,nvt_ratio,nvt_signal,sopr,velocity,difficulty,market_cap_to_thermocap_ratio,miner_revenue_fees,miner_revenue_total,thermocap,issuance,exchange_deposits,exchange_withdrawals,exchanges_net_flow_volume,external_contract_calls,internal_contract_calls,transaction_count,transaction_rate,transfer_volume_sum,active_addresses,new_addresses,total_addresses,price
2/09/2016,11261873,716.9882793,45.22987797,21832746445,9.602818213,24274426.65,14.47777247,0.585164829,0.322209288,49.8577128,29.90202015,1.042617067,0.020057077,7.19358E+13,1.64E-07,0.001394723,32429.29238,76155163.16,32384.0625,6206,697,11859.27019,23267,12891,54718,0.633310185,1676668.611,21064,1902,466702,12.51
3/09/2016,9001550,1159.758965,27.18074981,22180114518,9.326666118,12708438.37,10.92726475,0.584107117,0.289599081,71.90555811,28.62320955,1.013862092,0.013907131,6.74262E+13,1.57E-07,0.000862248,31523.11825,76535859.15,31495.9375,6145,766,-25667.62253,13350,5999,44638,0.516643519,1163002.697,19971,1778,468480,12
4/09/2016,10354564,646.7686829,49.33606776,23122925314,9.152763469,21436355.1,15.44345883,0.582784813,0.276992349,60.2701455,28.06956288,1.018476133,0.016591963,6.66225E+13,1.53E-07,0.001546148,31909.02357,76914994.96,31859.6875,6134,729,-153741.9921,17223,5592,47990,0.555439815,1388054.019,19893,1696,470176,11.8
5/09/2016,9186148,1125.531473,28.62886746,22297761925,9.04894272,18106835.15,24.68392302,0.581995699,0.288014056,114.089937,28.55822626,1.038114204,0.008765015,6.80231E+13,1.55E-07,0.000888469,32222.69137,77295433.98,32194.0625,5964,545,-23849.07098,11618,6349,42507,0.491979167,733547.7075,19944,1516,471692,11.98
6/09/2016,10321878,950.1058448,33.38026673,22011556383,9.964148208,22750378.67,26.19611361,0.580950357,0.287994871,96.40250371,28.7857053,0.99142701,0.010373175,6.72172E+13,1.54E-07,0.001052514,31714.78652,77665786.54,31681.40625,5931,656,-47511.17334,16258,6895,48736,0.564074074,868463.8877,20349,1766,473458,11.99
7/09/2016,10353167,944.5191706,34.19942435,22086810764,12.64380928,14513233.03,18.08368268,0.579743028,0.268190306,104.3590552,28.0511643,1.012810302,0.009582302,6.99459E+13,1.50E-07,0.00105874,32302.01192,78048257.37,32267.8125,4842,663,-26365.73074,18422,8523,48438,0.560625,802559.5938,19309,1702,475160,11.69
8/09/2016,11428668,775.3575151,41.20653978,22630806155,12.06266814,44357609.36,30.86001487,0.579123235,0.253170674,58.29091248,27.52368938,1.035068175,0.017155333,6.92226E+13,1.46E-07,0.001289728,31949.80029,78417706.82,31908.59375,5853,703,-74095.98276,21025,8223,55689,0.644548611,1437381.334,22067,2169,477329,11.48
9/09/2016,11257470,769.9564417,41.89687901,21954984795,10.87963874,19293134.86,31.2831642,0.578520346,0.271526582,135.9088346,28.20844149,1.024208549,0.007357873,6.96523E+13,1.49E-07,0.001298775,32258.77188,78787759.46,32216.875,6028,572,-10703.75872,20001,6393,53145,0.615104167,616725.8125,20191,1812,479141,11.76
10/09/2016,9048428,1162.402249,27.40706334,22516085593,9.830810843,7609014.76,12.92732979,0.577141991,0.286853156,142.4574318,28.87947351,1.004620364,0.007019641,6.87921E+13,1.52E-07,0.000860287,31858.03206,79162146.85,31830.625,5898,437,-43840.64589,12278,5691,42735,0.494618056,588599.1063,19816,1739,480880,12
11/09/2016,8897383,1134.281384,28.54804571,23221716092,10.54319164,28467368.41,37.12558255,0.57613828,0.268688311,109.3951835,28.33516433,1.068020558,0.00914117,7.14829E+13,1.47E-07,0.000881615,32381.5168,79547446.67,32352.96875,6131,558,-34498.76542,12042,6923,43115,0.499016204,766785.7703,20428,1755,482635,11.73
12/09/2016,9609842,921.2692595,35.02999901,23192092540,13.00163168,38731127.75,42.9605604,0.575376865,0.277619942,93.07840084,28.84783087,1.060520835,0.010743631,7.26321E+13,1.49E-07,0.001085459,32272.06125,79928209.44,32237.03125,6089,582,-249296.3597,12895,9492,44905,0.519733796,901550.8034,20870,1729,484364,11.88
13/09/2016,8987933,1050.771761,30.39217184,22172975216,14.75153733,19699263.28,20.58941392,0.574870417,0.286265746,87.74011661,29.24933549,1.030544827,0.011397295,7.03448E+13,1.50E-07,0.000951681,31935.23592,80311843.25,31904.84375,6035,571,7518.220199,12227,7188,42417,0.4909375,956766.587,20394,1967,486331,12.02
14/09/2016,10705547,897.1246404,36.29935897,21847315101,10.22654113,26269090.05,34.90954879,0.57381404,0.284002072,111.6019201,29.40392326,1.097934167,0.008960419,7.32014E+13,1.49E-07,0.001114672,32565.04936,80701574.5,32528.75,5979,533,15277.05962,20198,6546,53699,0.621516204,752490.1056,20026,1782,488113,12
15/09/2016,10514943,889.3664765,36.22695515,22076869309,9.808595807,8065724.878,13.0815529,0.572814281,0.283787634,136.2557247,30.06329461,1.016076909,0.007339141,7.21543E+13,1.48E-07,0.001124396,32219.03946,81087341.38,32182.8125,5826,547,34038.49553,19508,5874,52323,0.605590278,616572.4316,20788,1800,489913,12
16/09/2016,12250730,687.9311584,46.93201365,21913132122,9.84776204,95352083.59,42.01537276,0.572820695,0.311368416,37.03254169,31.73087135,1.016036818,0.027003278,7.40703E+13,1.53E-07,0.001453634,32285.99451,81480696,32239.0625,6836,627,957694.0816,21660,7250,56731,0.656608796,2269457.042,21062,1692,491605,12.5
17/09/2016,9596799,912.3888507,35.28131815,22349371995,10.14518091,6422966.255,8.040333026,0.572972325,0.32323693,105.2470696,32.38514216,1.030521329,0.009501452,7.49269E+13,1.55E-07,0.001096024,32190.28132,81885263.96,32155,6023,470,78528.72889,14765,14347,46273,0.53556713,798843.3108,20895,1833,493438,12.7
18/09/2016,8019989,998.5929999,29.6452624,22722051979,10.62361795,12281061.09,7.843903092,0.571743443,0.303801396,53.71810462,31.74724319,1.040271124,0.018615698,5.52468E+13,1.51E-07,0.001001409,29603.55151,82260851.75,29573.90625,4953,627,-73088.09462,10593,14697,37294,0.431643519,1565682.409,19311,1532,494970,12.4
19/09/2016,8594458,1242.134309,27.61737771,22459974842,7.272440288,8821052.974,9.616673112,0.570409596,0.350840152,91.72880494,33.8849349,1.037687937,0.010901701,7.14216E+13,1.59E-07,0.000805066,34304.49238,82701925.38,34276.875,6567,618,5139.88147,10608,70575,40442,0.468078704,917266.5922,20815,1003,495973,13.186
20/09/2016,10418345,990.8534093,32.8255676,22114596899,9.792787554,27092725.96,7.350684839,0.569332654,0.4017212,22.83726496,36.19896878,1.03344647,0.043788081,7.72849E+13,1.71E-07,0.001009231,32525.32557,83147479.92,32492.5,7392,2071,-40245.90622,16961,10082,53971,0.624664352,3685741.745,24152,2384,498357,14.18
21/09/2016,9689096,1064.355169,30.17218606,21875371150,14.9620126,193847861.8,48.38665259,0.570166993,0.381448542,21.01837146,35.14635408,1.151788247,0.047577425,7.96466E+13,1.66E-07,0.000939536,32113.92219,83590930.82,32083.75,7357,931,28200.84629,15200,9421,44431,0.514247685,4006225.92,20483,2796,501153,13.91
22/09/2016,10781200,501.515614,63.14613194,21998293790,14.87658274,35183825.71,18.79608585,0.573250282,0.342349537,45.00096619,33.26683718,1.031286718,0.022221745,6.58763E+13,1.57E-07,0.001993956,31668.77113,84006397.51,31605.625,5389,777,-44262.27913,24072,122070,52274,0.605023148,1871869.814,17285,1741,502894,13.2
23/09/2016,7970487,700.086761,49.03093137,36520780497,7.772562881,14348193.09,7.173350638,0.572298413,0.358830499,42.13073264,33.9142575,1.01810023,0.023735642,7.63805E+13,1.60E-07,0.001428394,34325.90593,84464669.33,34276.875,5139,629,-41546.26339,10019,4057,34292,0.396898148,2000207.966,17889,1618,504512,13.49
24/09/2016,8968793,470.1604278,71.02947473,33231902597,7.781284269,117678729.9,87.89530395,0.572383704,0.326357947,62.96708221,32.52546544,1.224400999,0.015881314,6.95447E+13,1.53E-07,0.002126934,33395.24822,84901292.04,33324.21875,6415,553,42021.42659,11574,3956,38576,0.446481481,1338851.163,18289,1524,506036,12.97
25/09/2016,8689564,513.2745865,67.14020109,38650733832,9.260297255,25202337.42,10.42901691,0.573234638,0.329389184,34.90001127,32.44954753,1.018008321,0.028653286,8.29134E+13,1.53E-07,0.001948275,34461.35895,85350028.4,34394.21875,6258,961,-43555.55143,11825,11606,37724,0.43662037,2416559.263,17628,2066,508102,13.03
26/09/2016,9025683,278.8266773,115.6392056,43188170153,7.38955812,17819055.94,18.04780701,0.57237976,0.32791752,85.45316896,32.4977425,1.03152316,0.011702316,7.51566E+13,1.52E-07,0.003586457,32243.29546,85767681.68,32127.65625,5491,638,23417.3531,12777,6985731,42456,0.491388889,987325.2704,17398,1779,509881,13.01
27/09/2016,10053009,359.1005751,98.5407521,35880566234,7.667439996,9549812.275,8.448436062,0.571322171,0.328542747,74.67092255,32.56730186,1.025040651,0.013392094,7.77717E+13,1.51E-07,0.002784735,35386.04075,86234887.45,35287.5,6540,667,18160.29522,18043,4266,45150,0.522569444,1130364.508,17141,1791,511672,13.03
28/09/2016,9533425,476.5930958,68.13269113,31053957466,8.976403464,437354880.9,175.4522968,0.570090023,0.337937656,33.8736351,33.2101048,1.664373736,0.029521485,8.07399E+13,1.54E-07,0.002098226,32471.57019,86667973.56,32403.4375,6429,647,71450.94281,15515,11067,42587,0.492905093,2492728.16,18540,1744,513416,13.38
29/09/2016,8830770,783.8008317,41.27925801,30521640536,10.19843887,140427188.4,66.65159025,0.584880307,0.325295843,40.09241416,32.69883941,1.198348269,0.024942374,8.55922E+13,1.52E-07,0.001275834,32354.71676,87096135.36,32313.4375,6224,755,-100173.6803,14025,11924,40308,0.466527778,2106884.29,17889,3551,516967,13.244
30/09/2016,8631096,786.4954222,40.25902679,29817386069,11.22761964,46358216.07,50.95321224,0.585125673,0.321527739,92.87745432,32.55843015,1.099834393,0.010766876,8.2298E+13,1.51E-07,0.001271463,31663.54028,87515777.4,31623.28125,5507,642,-32118.47453,11331,8542,35560,0.411574074,909819.3036,17196,2090,519057,13.21
1/10/2016,10461761,378.2708439,91.3894999,27851144123,6.40045824,23760745.84,28.9265323,0.584432955,0.324502843,102.9150575,32.69390948,1.059703989,0.009716751,7.19238E+13,1.51E-07,0.002643608,34569.98325,87972719.09,34478.59375,6434,757,-84939.46682,16620,173960,45591,0.527673611,821417.0157,19349,1856,520913,13.28
2/10/2016,10235461,409.6818257,87.47521667,29274270351,8.41136369,41757029.98,23.8458282,0.58387787,0.323713984,48.29576453,32.65644243,1.033821359,0.020705749,7.64158E+13,1.50E-07,0.002440919,35837.00647,88444705.51,35749.53125,6921,761,57981.22302,14375,321933,43641,0.505104167,1751125.171,19982,1972,522885,13.3
3/10/2016,10662699,505.8369766,65.92753264,28921116127,7.069549008,10768943.85,17.64271224,0.58322032,0.336275728,138.6083374,33.55424778,1.031654039,0.007214573,8.5445E+13,1.52E-07,0.001976922,33348.58378,88887361.6,33282.65625,6740,718,6930.559337,18160,15997,46567,0.538969907,610390.4945,18278,1726,524611,13.528
4/10/2016,13317747,376.4874074,85.36779295,25719466740,11.25139056,9891725.134,14.13170039,0.581872802,0.328605826,120.9160657,33.2763317,1.033453372,0.0082702,8.83214E+13,1.50E-07,0.002656131,32139.89904,89319735.15,32054.53125,3860,702,6801.196575,12880,28198,56009,0.648252315,699967.0855,15561,17544,542155,13.4
5/10/2016,10483362,516.5642277,64.16574449,25204273150,9.045512548,18189750.13,18.77490811,0.580731463,0.310625564,87.39416352,32.51385553,1.024399458,0.011442412,7.93247E+13,1.46E-07,0.001935868,33145.72824,89762182.9,33081.5625,4075,595,15174.71253,16563,6270,39923,0.462071759,968832.9778,16294,1600,543755,13.1
6/10/2016,11538755,654.0786915,50.2581089,23383154022,10.27666749,21528469.11,23.11354926,0.579868494,0.303503513,90.93962446,32.20350998,1.021290221,0.010996307,7.56085E+13,1.44E-07,0.001528868,32872.75811,90188715.85,32822.5,4648,764,-32332.96906,14320,12364,36399,0.421284722,931422.0362,16683,1758,545513,12.99
7/10/2016,24249973,683.684466,53.56977025,23148248452,9.74285143,15167728.72,16.20951483,0.578796394,0.29306636,90.56003839,31.74109405,0.992053954,0.011042398,6.96283E+13,1.41E-07,0.001462663,36624.81977,90658572.1,36571.25,5816,960,13691.54722,16566,6762,42503,0.49193287,935729.9637,19006,2150,547663,12.82
8/10/2016,33661785,641.1973709,56.3805619,23382156317,7.192063841,18311006.5,17.41258355,0.577874568,0.254827288,80.6163402,30.2368564,1.000335475,0.012404433,8.21837E+13,1.34E-07,0.001559582,36151.06806,91107210.76,36094.6875,4994,694,132097.9339,10818,8322,36217,0.419178241,1051596.189,18750,2532,550195,12.23
9/10/2016,34374267,557.8749904,60.02357006,24293403159,8.093546505,14838508.3,5.740136541,0.576670622,0.261328279,32.80766048,30.26514536,0.99585832,0.030480686,8.71967E+13,1.35E-07,0.001792516,33485.64857,91524051.75,33425.625,6911,613,111378.487,13213,11577,42574,0.49275463,2585044.484,19060,2072,552267,12.33
10/10/2016,76872693,607.3862524,54.63668968,23808820587,7.897135168,25262109.64,9.772483507,0.575711781,0.222145918,32.82073014,28.65502871,1.001424721,0.030468548,8.89259E+13,1.28E-07,0.001646399,33185.57419,91919291.87,33130.9375,6908,860,69748.55228,13698,29774,44095,0.510358796,2585024.536,20207,17761,570028,11.75
11/10/2016,16712801,829.5879087,39.19865461,24289033632,13.3734609,90240825.64,39.22846511,0.575929178,0.217375906,36.89583888,28.4106439,1.014678923,0.027103327,8.90636E+13,1.27E-07,0.001205418,32518.7299,92307883.3,32479.53125,6126,643,99869.7956,15151,2354407,40883,0.47318287,2300391.448,17375,1750,571778,11.71
12/10/2016,7374951,749.9320009,44.18646314,26037096488,18.06987424,71452202.67,27.18308244,0.57795609,0.222530532,32.30215617,28.40472766,0.984465008,0.030957686,8.3347E+13,1.27E-07,0.001333454,33136.84271,92699459.51,33092.65625,3416,318,120682.4137,14484,7408301,29932,0.346435185,2628554.095,11622,1317,573095,11.78
13/10/2016,7985653,310.1311321,112.6585011,74508549155,8.138299574,6312801.382,6.18691471,0.576589607,0.245863612,83.24890523,29.58738139,1.007941434,0.01201217,9.04453E+13,1.30E-07,0.003224442,34938.9085,93117670.53,34826.25,2586,406,197901.7294,20223,5301858,32229,0.373020833,1020347.245,9196,851,573946,12.13
14/10/2016,8512641,438.4116722,75.24662027,47491822159,12.43482874,184053676.1,70.07219094,0.575824567,0.233973664,32.35161581,28.90566228,0.954320737,0.030910357,9.32282E+13,1.28E-07,0.002280961,32988.99662,93512957.81,32913.75,5234,389,-2508.704252,19477,3118865,41639,0.48193287,2626629.389,15787,1295,575241,11.93
15/10/2016,7451235,467.2118993,69.082723,67021626922,6.022634175,7160509.517,7.334045289,0.5794756,0.239128224,87.06808859,29.06047996,0.981819664,0.011485264,9.36852E+13,1.28E-07,0.002140356,32276.27022,93896415.91,32207.1875,3598,346,-41042.55098,9130,700952,24619,0.28494213,976338.3283,12309,1226,576467,12
16/10/2016,7853282,492.5184732,66.99710041,64860315135,8.272119569,7436008.16,4.651493441,0.578120128,0.238083939,53.19613858,29.15116801,0.995306213,0.018798357,9.50765E+13,1.27E-07,0.002030381,32997.3096,94291591.33,32930.3125,6365,513,-27391.76096,13393,1168019,34683,0.401423611,1598628.108,14286,1449,577916,11.98
17/10/2016,8204600,453.5340683,71.53950337,62917625993,14.61598661,21831142.88,11.92888111,0.577080659,0.247085841,46.48534849,30.37006297,1.009622802,0.021512155,9.12576E+13,1.28E-07,0.002204906,32445.602,94678368.52,32374.0625,6202,551,-40901.96899,13146,1061310,37704,0.436388889,1830108.178,16627,1363,579279,12.12
18/10/2016,10687632,345.0319625,96.86327472,56109104953,12.85645437,9029884.016,3.263268697,0.576024189,0.272281213,30.75626542,32.8858147,1.012104736,0.0325137,9.92584E+13,1.32E-07,0.002898282,33420.92577,95095729.96,33324.0625,6331,509,4030.408005,21253,867121,50652,0.58625,2767128.562,20390,1486,580765,12.51
19/10/2016,9458684,358.2737705,92.76412162,26726320741,18.0883262,9885576.375,14.87211643,0.574828819,0.233705344,128.0863377,31.5262347,1.013319064,0.007807234,8.30581E+13,1.25E-07,0.002791162,33234.95162,95504687.52,33142.1875,4248,507,-74171.05886,11147,6154,30081,0.348159722,664705.4182,14025,1273,582038,11.93
20/10/2016,9229993,629.5664593,54.94496562,28388678071,21.71022279,11304178.02,15.56161745,0.573661263,0.24368199,117.2529851,32.29836683,1.002649556,0.008528568,1.00889E+14,1.26E-07,0.001588395,34591.50747,95921191.03,34536.5625,6653,541,28726.63288,13673,5201,40782,0.472013889,726414.0795,20543,1477,583515,12.08
21/10/2016,10513884,766.5714657,41.96456691,27327186756,13.70975405,24362003.73,39.2979543,0.57280742,0.237680158,137.4449792,32.44888114,1.037087491,0.007275639,1.04292E+14,1.25E-07,0.00130451,32168.83957,96308206.54,32126.875,6805,464,5497.583179,16437,12457,57644,0.667175926,619930.5832,22984,1460,584975,12
22/10/2016,8196915,1147.16889,27.6596726,25568419660,13.7130939,4577719.464,9.123743306,0.571528921,0.240303108,169.8859187,34.54843293,0.998067139,0.005886303,1.04384E+14,1.25E-07,0.000871711,31730.31592,96690757.87,31702.65625,7783,428,112815.6239,12870,7912,37680,0.436111111,501736.9857,18578,1471,586446,12.04
23/10/2016,7740363,1189.477458,26.36303684,27189463354,21.2353194,6766131.53,15.63543477,0.570220293,0.240788529,197.0437367,36.27921751,0.999469474,0.005075015,1.01861E+14,1.24E-07,0.000840705,31358.23804,97068115.49,31331.875,7414,411,-6513.855932,11867,5634,35250,0.407986111,432743.4209,17409,1291,587737,12.05
24/10/2016,10865173,660.8365769,48.59063005,26738598194,10.8196128,12952172.51,19.89400742,0.568947391,0.235261115,131.0195282,40.22741561,0.99975747,0.00763245,1.05196E+14,1.23E-07,0.001513233,32110.46563,97452322.29,32061.875,6428,524,74693.19726,23830,9158,52392,0.606388889,651058.9966,18471,1498,589235,11.97
25/10/2016,10098592,734.0404824,43.1961563,25467763116,11.43903368,17227317.41,15.58417051,0.567969277,0.192335296,77.19400877,40.75147337,0.972871662,0.012954373,1.02675E+14,1.16E-07,0.001362323,31707.72741,97819994.99,31664.53125,6416,752,74870.78031,19735,8867,47406,0.548680556,1105436.917,18391,2027,591262,11.35
26/10/2016,9446608,906.5713533,35.28918498,24766254645,11.48989338,40879495.03,43.87600824,0.567192756,0.207760291,91.62241965,43.28208814,1.025803659,0.010914359,1.06423E+14,1.18E-07,0.001103057,31992.16418,98190270.43,31956.875,6620,516,94284.76348,17592,7811,45068,0.52162037,931704.972,18388,1618,592880,11.57
27/10/2016,9135251,944.039996,33.34429095,25335805631,10.50601235,12334833.43,13.31737968,0.566619427,0.197989715,92.19887233,44.01792655,0.980467694,0.01084612,1.0438E+14,1.16E-07,0.001059277,31478.34429,98551088.92,31445,6396,574,75911.90534,16667,8178,44021,0.509502315,926220.7528,18303,1663,594543,11.43
28/10/2016,8749443,866.9030443,35.89208134,26393346615,10.02964936,81796942.14,53.08000543,0.56726344,0.170256649,55.43601895,43.26404141,1.054705269,0.018038813,9.81681E+13,1.12E-07,0.001153532,31114.95458,98901533.62,31079.0625,6449,651,21382.55538,14600,8176,41423,0.47943287,1541012.317,18200,1898,596441,11.07
29/10/2016,8283248,952.9093455,31.12248177,26931401011,10.69196365,34770747.92,18.61199349,0.566675096,0.112594356,45.74331016,41.01185488,0.968761837,0.02186112,7.74E+13,1.04E-07,0.001049418,29656.90373,99223078.48,29625.78125,5847,779,111730.5041,14587,5466,39896,0.461759259,1868190.419,16895,1751,598192,10.36
30/10/2016,8618527,1045.873317,30.59147767,25710654068,10.62300978,128935990.6,53.09897986,0.567142491,0.188448532,35.20652473,45.64318967,1.020454302,0.028403826,7.86888E+13,1.14E-07,0.000956139,31994.81023,99564383.75,31964.21875,4972,522,-633185.1507,14075,4805,39309,0.454965278,2428219.73,15090,1625,599817,11.31
31/10/2016,9355549,959.2946938,33.41482553,24957725628,10.89743051,18998409.97,15.47844632,0.568441657,0.16555837,69.67610944,46.64273879,1.007746311,0.014352122,8.00318E+13,1.10E-07,0.001042433,32054.66483,99929513.83,32021.25,6241,598,21550.06879,14345,6090,44895,0.519618056,1227410.657,19716,1697,601514,11.01
1/11/2016,9859515,741.3847756,41.19268589,27306724366,34.47840258,25854957.85,8.992611783,0.567678261,0.141429672,29.75573231,46.74430022,0.97958042,0.03360697,6.84713E+13,1.07E-07,0.001348827,30539.63019,100257247.1,30498.4375,5582,867,125714.6754,19042,8216,48667,0.563275463,2875133.329,19995,1775,603289,10.7
2/11/2016,8908198,1067.597932,29.19753574,24483859111,12.68989505,35930155.03,8.335975819,0.56706474,0.146624591,19.85564721,46.87662421,1.009471054,0.050363506,6.39411E+13,1.07E-07,0.000936682,31171.22879,100599395.7,31142.03125,4971,621,25335.62497,14316,5952,43429,0.502650463,4310251.83,20903,4918,608207,10.77
3/11/2016,8749809,1051.930549,29.70314027,24959981035,20.24506326,17464338.74,1.756116647,0.566457937,0.150984311,8.608872663,45.52989429,0.997737573,0.116159228,5.99763E+13,1.07E-07,0.000950633,31245.64064,100941033.6,31215.9375,5064,707,48511.13068,15574,5992,42255,0.4890625,9944862.586,19168,1919,610126,10.82
4/11/2016,7451728,1425.960851,21.70136374,23953353775,13.72412642,11745761.98,9.800576718,0.565509945,0.180713244,71.46153578,47.31948574,0.990488172,0.013993542,5.38919E+13,1.11E-07,0.000701282,30945.29511,101281661,30923.59375,4456,559,-42802.78819,10893,4370,32510,0.376273148,1198476.611,13161,1562,611688,11.2
5/11/2016,8142425,1278.520526,24.59806368,24195064420,10.80284484,15603592.41,18.06878616,0.564567364,0.170462719,99.21232099,47.13896669,1.026252723,0.010079393,5.29333E+13,1.09E-07,0.000782154,31449.12931,101631481.1,31424.53125,4279,456,9598.818807,11063,4205,37616,0.43537037,863566.1673,16302,1452,613140,11.07
6/11/2016,7805519,1366.826578,23.28271888,24063307574,14.03209516,7065074.723,13.7371409,0.563291887,0.156355938,166.6487221,46.85045809,0.989581026,0.006000646,5.38025E+13,1.07E-07,0.000731622,31823.43897,101983081.7,31800.15625,4521,545,2277.745359,10827,4906,34311,0.397118056,514304.5975,14769,1607,614747,10.89
7/11/2016,8837323,1146.686019,29.02982313,24556000429,13.71902141,14398497.57,22.44587513,0.562118181,0.164900624,133.6627077,48.15216378,0.993527705,0.007481518,6.4749E+13,1.07E-07,0.000872078,33288.09232,102350911.2,33259.0625,5539,627,40776.10359,13062,6168,41897,0.484918981,641476.3286,17912,1751,616498,11
8/11/2016,9090158,1028.292329,31.46834313,24358801328,11.87000061,9822575.086,14.54128,0.561045881,0.157890354,126.9789936,49.23827089,0.984588671,0.007875318,7.03883E+13,1.06E-07,0.000972486,32358.65584,102708287.6,32327.1875,5930,618,24781.21257,13432,9557,41483,0.480127315,675495.9047,16634,1892,618390,10.91
9/11/2016,8790409,887.1502534,34.98542559,25674126403,12.87781856,9057770.438,4.448419105,0.559923834,0.14849402,42.14013603,49.43508516,0.989029321,0.023730346,6.43039E+13,1.05E-07,0.001127205,31037.32918,103040447.2,31002.34375,5644,834,-54077.59568,13094,16257,40241,0.465752315,2036177.398,17118,2304,620694,10.79
10/11/2016,8903249,883.2228279,35.37743557,24703835063,12.10746148,9114939.932,8.928571215,0.558810005,0.133013633,84.08095655,49.05863773,0.979166484,0.0118933,6.1181E+13,1.03E-07,0.001132217,31246.15869,103377139.3,31210.78125,5222,591,12850.55977,13272,9120,39630,0.458680556,1020873.297,15675,1528,622222,10.6
11/11/2016,8761707,709.4621064,44.23578159,28885873401,19.26426701,62960669.36,17.63852898,0.558346002,0.10650306,24.05586897,47.11429141,0.971265571,0.041569897,5.91726E+13,9.89E-08,0.001409519,31383.61078,103705645.2,31339.375,4764,1016,-56819.83197,14147,10186,40049,0.463530093,3569496.608,17355,2091,624313,10.26
12/11/2016,8678896,1041.114959,30.71775839,25243993965,11.01826072,19939657.84,16.04791533,0.558161782,0.053032817,69.13381296,44.62551557,0.934267414,0.014464702,6.14038E+13,9.31E-08,0.000960509,31980.71776,104029980.1,31950,5229,678,122715.1826,12963,6819,40353,0.467048611,1242507.667,16049,1736,626049,9.68
13/11/2016,9105772,956.7203514,33.92647096,25168748733,19.20702018,34698094.62,27.39632555,0.557466541,0.103011765,67.84848901,47.17969925,0.999166729,0.014738722,6.90305E+13,9.78E-08,0.001045238,32458.14522,104359487.4,32424.21875,5480,522,23988.10667,14052,11200,43084,0.498657407,1266523.664,17374,2261,628310,10.21
14/11/2016,9561860,833.1697186,38.31456257,24969184273,12.61640378,5241191.135,9.808600412,0.556689462,0.087710989,160.8761428,46.55361703,0.967737661,0.006215962,7.00259E+13,9.59E-08,0.001200236,31922.53331,104678770.8,31884.21875,5444,551,-2626.564579,16730,8132,43353,0.501770833,534346.4832,15696,1588,629898,10.04
15/11/2016,9473710,850.0208025,37.0273981,24582331373,13.0060392,22729592.35,22.06171551,0.55578226,0.12088409,83.46819588,48.50891871,0.938888748,0.011980611,6.82423E+13,9.91E-08,0.001176442,31474.05865,104996515.2,31437.03125,5569,714,61941.08851,16931,9009,44754,0.517986111,1030273.115,16864,1962,631860,10.4
16/11/2016,8955289,905.2832738,34.92424018,24744831659,13.48916026,14762419.88,13.64725197,0.554869118,0.081688491,79.52808295,46.52825788,0.965064767,0.012574175,6.87903E+13,9.46E-08,0.001104627,31616.33049,105317525.7,31581.40625,5643,606,25321.6013,14985,9354,41172,0.476527778,1081713.734,15608,1597,633457,9.96
17/11/2016,8660676,1013.481391,30.42880001,24333883463,13.9746579,54811802.92,17.06793909,0.55455779,0.084286835,26.79756666,45.95733676,0.954566233,0.037316821,6.05957E+13,9.43E-08,0.000986698,30839.02255,105627700.6,30808.59375,5150,654,486897.0293,14475,7200,40207,0.465358796,3211389.648,15664,1717,635174,9.96
18/11/2016,9518773,954.8808558,34.70116949,24779293462,15.86263444,15883369.32,14.6840546,0.554217053,0.041541703,79.59004177,44.1211523,0.971680501,0.012564386,7.11433E+13,8.99E-08,0.001047251,33135.48242,105950436.4,33100.78125,5820,739,18528.8833,15522,6382,43213,0.500150463,1081674.629,16174,1850,637024,9.52
19/11/2016,8457617,1159.811559,27.90021683,24367176415,12.37460783,28677054.63,33.3179554,0.553517484,0.075066188,100.0604018,46.53121736,0.920469399,0.009993963,7.59288E+13,9.27E-08,0.000862209,32358.99397,106266879.1,32331.09375,5616,458,51177.30069,13225,6017,38696,0.44787037,860708.7165,15527,1505,638529,9.85
20/11/2016,9100955,996.7031363,32.59646883,24297865025,13.11612396,41437551.8,64.99562006,0.552911059,0.039345991,135.1363189,45.42039645,1.142805951,0.007399935,8.33188E+13,8.91E-08,0.001003308,32489.00272,106581440,32456.40625,5807,385,62517.55735,14680,6829,41458,0.479837963,637543.7569,16184,1445,639974,9.5
21/11/2016,9337189,903.5233524,35.25151168,24827550548,14.92716107,22451039.5,33.97932326,0.552464067,0.051299772,130.4429761,47.23604121,0.904859364,0.007666185,8.54136E+13,8.99E-08,0.001106778,31850.56401,106885831.5,31815.3125,5995,448,14499.80069,15548,8245,42088,0.48712963,660726.5052,15905,1603,641577,9.61
22/11/2016,10114481,819.4178027,38.09484581,23328942478,43.43491516,32910026.64,12.71166194,0.551874836,0.077340107,33.30225201,48.09449668,0.975103743,0.030027999,7.74644E+13,9.21E-08,0.001220379,31215.59485,107192644,31177.5,4561,381,136002.2483,14308,5636,52890,0.612152778,2588963.33,29333,1500,643077,9.87
23/11/2016,11381982,397.719455,82.22907797,24571404785,34.3217129,7443340.585,3.067369378,0.551107626,0.069712524,35.54364629,47.30662266,0.997390546,0.028134424,7.03339E+13,9.11E-08,0.002514335,32704.10408,107514835.1,32621.875,5895,439,-873.6174521,12826,4376,63803,0.738460648,2426620.23,38690,1577,644654,9.79
